"%","Origin Offset","X","Y",,,,,,,,
181,2,15,43.18,64.76,90,0.5,1,"U4",184,"SOP8",
182,1,0,54.23,64.77,180,0.5,1,"U5",185,,
183,1,0,60.32,64.77,0,0.5,1,"U6",186,,
184,1,0,68.58,64.64,90,0.5,1,"U7",187,"SOT89",
185,1,0,77.22,65.02,90,0.5,1,"U8",188,"SOT223",
186,1,0,86.36,63.5,90,0.5,1,"U9",189,"TO252",
187,1,0,57.15,44.45,90,0.5,1,"U10",190,"SOP18",
188,1,0,70.36,44.45,90,0.5,1,"U11",191,"TSOP20",
189,1,0,83.82,44.45,180,0.5,1,"U12",192,"TQFP32",
190,1,0,81.28,20.32,90,0.5,1,"U13",193,"TQFP100",
191,1,0,60.96,26.67,90,0.5,1,"U14",194,"SOT23",
192,1,0,65.11,24.47,45,0.5,1,"U15",195,"SOT23",
193,1,0,67.31,20.32,0,0.5,1,"U16",196,"SOT23",
194,1,0,65.11,16.17,-45,0.5,1,"U17",197,"SOT23",
195,1,0,60.96,13.97,-90,0.5,1,"U18",198,"SOT23",
196,1,0,56.81,16.17,-135,0.5,1,"U19",199,"SOT23",
197,1,0,54.61,20.32,180,0.5,1,"U20",200,"SOT23",
198,1,0,56.81,24.47,135,0.5,1,"U21",201,"SOT23",
